OA,PCS
E00008042,SE9 5
E00008043,SE9 2
E00008044,SE9 2
E00008045,SE9 2
E00008046,SE9 2
E00008047,SE9 3
E00008048,SE9 2
E00008049,SE9 2
E00008050,SE9 2
E00008051,SE9 2
E00008052,SE9 2
E00008053,SE9 2
E00008054,SE9 2
E00008055,SE9 2
E00008056,SE9 2
E00008057,SE9 2
E00008058,SE9 5
E00008059,SE9 6
E00008063,SE3 9
E00008064,SE9 6
E00008068,SE9 6
E00008069,SE3 9
E00008071,SE9 6
E00008072,SE9 6
E00008074,SE9 6
E00008078,SE9 6
E00008079,SE9 6
E00008080,SE9 6
E00008082,SE9 6
E00008083,SE9 6
E00008084,SE9 6
E00008085,SE9 6
E00008086,SE9 6
E00008087,SE9 6
E00008088,SE9 6
E00008089,SE9 6
E00008090,SE9 6
E00008091,SE9 6
E00008092,SE3 9
E00008093,SE9 6
E00008094,SE9 6
E00008095,SE9 6
E00008096,SE3 9
E00008097,SE9 6
E00008099,SE9 6
E00008100,SE3 9
E00008101,SE181
E00008102,SE181
E00008103,SE187
E00008104,SE187
E00008105,SE187
E00008107,SE187
E00008108,SE181
E00008109,SE187
E00008110,SE187
E00008111,SE187
E00008112,SE187
E00008113,SE187
E00008114,SE181
E00008115,SE181
E00008116,SE181
E00008117,SE187
E00008118,SE181
E00008119,SE181
E00008120,SE187
E00008121,SE187
E00008122,SE181
E00008123,SE181
E00008124,SE187
E00008125,SE187
E00008126,SE187
E00008127,SE187
E00008128,SE181
E00008129,SE187
E00008130,SE182
E00008132,SE280
E00008133,SE280
E00008134,SE280
E00008135,SE280
E00008136,SE187
E00008138,SE187
E00008139,SE187
E00008140,SE187
E00008141,SE187
E00008142,SE187
E00008143,SE187
E00008144,SE187
E00008145,SE187
E00008146,SE187
E00008147,SE137
E00008148,SE137
E00008149,SE109
E00008153,SE137
E00008154,SE109
E00008155,SE8 3
E00008156,SE109
E00008158,SE8 3
E00008159,SE108
E00008161,SE109
E00008164,SE108
E00008165,SE109
E00008166,SE108
E00008167,SE108
E00008168,SE108
E00008169,SE108
E00008170,SE108
E00008171,SE108
E00008172,SE108
E00008173,SE108
E00008174,SE108
E00008175,SE108
E00008176,SE108
E00008177,SE108
E00008178,SE108
E00008179,SE108
E00008180,SE108
E00008181,SE108
E00008182,SE108
E00008183,SE108
E00008184,SE108
E00008185,SE137
E00008186,SE137
E00008187,SE137
E00008188,SE109
E00008189,SE8 3
E00008191,SE3 8
E00008192,SE3 8
E00008193,SE3 8
E00008194,SE3 8
E00008195,SE3 8
E00008196,SE3 8
E00008197,SE3 8
E00008198,SE3 8
E00008199,SE184
E00008200,SE3 8
E00008201,SE3 8
E00008202,SE3 8
E00008203,SE3 8
E00008204,SE3 8
E00008205,SE3 8
E00008206,SE3 8
E00008207,SE3 8
E00008208,SE7 8
E00008209,SE7 8
E00008210,SE7 8
E00008211,SE7 8
E00008212,SE7 8
E00008213,SE3 8
E00008214,SE7 7
E00008215,SE184
E00008216,SE7 7
E00008217,SE7 7
E00008219,SE3 8
E00008220,SE184
E00008221,SE184
E00008222,SE3 8
E00008223,SE3 8
E00008225,SE184
E00008226,SE3 8
E00008228,SE3 8
E00008229,SE3 8
E00008230,SE3 8
E00008231,SE3 8
E00008232,SE3 8
E00008233,SE128
E00008234,SE9 5
E00008235,SE129
E00008236,SE9 5
E00008237,SE128
E00008238,SE129
E00008239,SE128
E00008240,SE9 5
E00008241,SE9 5
E00008242,SE129
E00008243,SE9 5
E00008244,SE9 5
E00008245,SE9 5
E00008246,SE129
E00008247,SE9 5
E00008248,SE129
E00008249,SE129
E00008250,SE9 5
E00008251,SE129
E00008252,SE9 5
E00008253,SE129
E00008254,SE9 5
E00008255,SE9 5
E00008256,SE129
E00008257,SE9 5
E00008258,SE9 5
E00008259,SE3 0
E00008260,SE3 9
E00008261,SE3 9
E00008262,SE3 9
E00008263,SE3 9
E00008264,SE3 9
E00008265,SE3 9
E00008266,SE128
E00008267,SE3 9
E00008268,SE128
E00008269,SE3 9
E00008270,SE128
E00008271,SE128
E00008272,SE9 5
E00008273,SE128
E00008274,SE128
E00008275,SE128
E00008276,SE9 5
E00008277,SE128
E00008278,SE100
E00008279,SE109
E00008280,SE109
E00008282,SE109
E00008283,SE100
E00008284,SE100
E00008285,SE7 7
E00008286,SE100
E00008287,SE109
E00008288,SE100
E00008290,SE100
E00008291,SE100
E00008293,SE7 7
E00008294,SE100
E00008295,SE109
E00008296,SE109
E00008297,SE109
E00008298,SE100
E00008299,SE109
E00008300,SE109
E00008301,SE109
E00008302,SE109
E00008303,SE100
E00008304,SE109
E00008305,SE109
E00008306,SE7 7
E00008307,SE7 7
E00008308,SE100
E00008309,SE100
E00008310,SE7 8
E00008311,SE100
E00008312,SE100
E00008313,SE7 7
E00008314,SE100
E00008316,SE182
E00008318,SE2 0
E00008319,SE2 0
E00008320,SE182
E00008321,SE182
E00008322,SE182
E00008323,SE182
E00008324,SE182
E00008325,SE182
E00008326,SE2 0
E00008327,SE182
E00008328,SE181
E00008329,SE181
E00008330,SE181
E00008331,SE181
E00008332,SE181
E00008333,SE181
E00008334,SE2 9
E00008335,SE181
E00008336,SE181
E00008337,SE181
E00008338,SE2 0
E00008339,SE181
E00008340,SE181
E00008341,SE181
E00008342,SE181
E00008343,SE181
E00008344,SE181
E00008345,SE181
E00008346,SE181
E00008347,SE181
E00008348,SE181
E00008349,SE181
E00008350,SE181
E00008351,SE181
E00008352,SE181
E00008353,SE2 0
E00008354,SE181
E00008355,SE181
E00008356,SE2 0
E00008357,SE2 0
E00008358,SE182
E00008359,SE182
E00008360,SE2 0
E00008361,SE182
E00008362,SE183
E00008363,SE182
E00008364,SE182
E00008365,SE183
E00008366,SE183
E00008367,SE182
E00008368,SE182
E00008369,SE182
E00008370,SE182
E00008371,SE182
E00008372,SE182
E00008373,SE183
E00008374,SE182
E00008375,SE183
E00008376,SE183
E00008377,SE182
E00008378,SE182
E00008379,SE183
E00008380,SE182
E00008381,SE182
E00008382,SE183
E00008383,SE182
E00008384,SE183
E00008385,SE182
E00008386,SE182
E00008387,SE183
E00008388,SE183
E00008389,SE183
E00008390,SE182
E00008391,SE182
E00008392,SE182
E00008393,SE183
E00008394,SE183
E00008395,SE183
E00008396,SE183
E00008397,SE183
E00008398,SE183
E00008399,SE183
E00008400,SE184
E00008401,SE183
E00008402,SE182
E00008403,SE182
E00008404,SE280
E00008406,SE280
E00008407,SE288
E00008408,SE288
E00008409,SE288
E00008411,SE288
E00008412,SE288
E00008413,SE288
E00008414,SE288
E00008415,SE288
E00008416,SE288
E00008417,SE288
E00008418,SE288
E00008419,SE288
E00008421,SE288
E00008423,SE280
E00008425,SE280
E00008426,SE280
E00008427,SE280
E00008428,SE288
E00008430,SE288
E00008431,SE288
E00008432,SE288
E00008433,SE288
E00008434,SE288
E00008435,SE288
E00008436,SE288
E00008437,SE288
E00008438,SE288
E00008439,SE288
E00008440,SE288
E00008441,SE288
E00008442,SE288
E00008443,SE288
E00008444,SE183
E00008445,SE183
E00008446,SE183
E00008447,SE184
E00008448,SE187
E00008450,SE186
E00008451,SE186
E00008452,SE187
E00008453,SE186
E00008454,SE187
E00008455,SE186
E00008456,SE186
E00008457,SE187
E00008458,SE186
E00008459,SE184
E00008460,SE187
E00008461,SE186
E00008462,SE186
E00008463,SE186
E00008464,SE186
E00008465,SE186
E00008466,SE186
E00008467,SE183
E00008468,SE187
E00008469,SE183
E00008470,SE184
E00008471,SE183
E00008472,SE186
E00008473,SE183
E00008474,SE184
E00008475,SE184
E00008476,SE183
E00008477,SE184
E00008478,SE183
E00008479,SE183
E00008480,SE184
E00008481,SE184
E00008482,SE183
E00008483,SE184
E00008484,SE182
E00008485,SE183
E00008486,SE182
E00008487,SE183
E00008488,SE184
E00008489,SE183
E00008490,SE184
E00008491,SE185
E00008492,SE185
E00008493,SE185
E00008494,SE7 8
E00008495,SE185
E00008496,SE185
E00008497,SE7 8
E00008498,SE185
E00008499,SE185
E00008500,SE185
E00008501,SE185
E00008502,SE185
E00008503,SE185
E00008505,SE185
E00008507,SE185
E00008508,SE185
E00008509,SE186
E00008510,SE7 8
E00008511,SE185
E00008512,SE185
E00008513,SE185
E00008514,SE186
E00008515,SE185
E00008516,SE185
E00008517,SE185
E00008518,SE186
E00008519,SE185
E00008520,SE185
E00008521,SE7 8
E00008522,SE185
E00008524,SE185
E00008525,SE185
E00008526,SE7 8
E00008527,SE185
E00008528,SE7 8
E00008529,SE7 8
E00008530,SE185
E00008531,SE185
E00008532,SE7 8
E00008533,SE185
E00008534,SE7 8
E00008535,SE7 8
E00008536,SE7 8
E00008537,N4  2
E00008538,N4  2
E00008539,N4  2
E00008540,N4  2
E00008541,N4  2
E00008542,N4  2
E00008543,N4  2
E00008544,N4  2
E00008545,N4  2
E00008546,N4  2
E00008547,N4  2
E00008548,N4  2
E00008549,N4  2
E00008550,N4  2
E00008552,N4  2
E00008554,N4  2
E00008555,N4  2
E00008556,N4  2
E00008557,N4  2
E00008558,N4  2
E00008559,N4  2
E00008560,N4  2
E00008561,N4  2
E00008562,N4  2
E00008563,N4  2
E00008564,N4  2
E00008565,N4  2
E00008566,N4  2
E00008568,N4  2
E00008570,N4  2
E00008571,N4  2
E00008572,N4  2
E00008573,N4  2
E00008574,N4  2
E00008575,N4  2
E00008576,N4  2
E00008577,N4  2
E00008578,N4  2
E00008579,N16 6
E00008580,E5  8
E00008581,N16 6
E00008582,N16 6
E00008583,E5  8
E00008584,N16 7
E00008585,N16 6
E00008586,N16 6
E00008587,N16 6
E00008588,N16 6
E00008589,N16 6
E00008590,N16 6
E00008591,N16 6
E00008592,N16 6
E00008593,N16 6
E00008594,N16 6
E00008596,N16 6
E00008597,N16 6
E00008598,N16 6
E00008599,N16 6
E00008600,N16 6
E00008601,N16 6
E00008602,E5  8
E00008603,E5  8
E00008604,N16 7
E00008605,N16 7
E00008606,E5  8
E00008607,N16 7
E00008608,E5  8
E00008609,E9  6
E00008610,E9  6
E00008611,E5  0
E00008612,E9  6
E00008613,E9  6
E00008615,E9  6
E00008616,E9  6
E00008617,E9  6
E00008618,E9  6
E00008619,E9  5
E00008620,E9  6
E00008621,E9  6
E00008622,E9  6
E00008623,E9  6
E00008624,E9  6
E00008625,E9  6
E00008626,E9  6
E00008627,E9  6
E00008628,E9  6
E00008629,E9  6
E00008630,E9  6
E00008631,E9  6
E00008632,E9  6
E00008633,E9  6
E00008634,E5  0
E00008635,E5  0
E00008636,E9  6
E00008637,E5  8
E00008638,E5  0
E00008639,E5  8
E00008640,E9  6
E00008641,E5  0
E00008642,E9  6
E00008643,E9  6
E00008644,E9  6
E00008646,E9  6
E00008647,N16 9
E00008648,N16 9
E00008649,N16 0
E00008650,N16 0
E00008651,N16 0
E00008652,N16 0
E00008653,N16 9
E00008654,N16 0
E00008655,N16 9
E00008656,N16 0
E00008657,N16 0
E00008658,N16 0
E00008659,N16 9
E00008660,N16 9
E00008661,N16 9
E00008662,N16 8
E00008663,N16 8
E00008664,N16 9
E00008665,N16 9
E00008666,N16 9
E00008667,N16 8
E00008668,N16 9
E00008669,N16 9
E00008670,N16 8
E00008671,N16 9
E00008672,N16 9
E00008673,N16 9
E00008674,N16 8
E00008675,N16 9
E00008676,N16 8
E00008677,N16 9
E00008678,N16 9
E00008679,N16 8
E00008680,N16 8
E00008681,N16 8
E00008682,N16 8
E00008683,N16 8
E00008684,N16 8
E00008685,E8  3
E00008686,E8  3
E00008687,E8  3
E00008689,E8  3
E00008691,N16 8
E00008692,N16 8
E00008694,E8  2
E00008695,N16 8
E00008696,E8  2
E00008698,E8  2
E00008699,E8  2
E00008700,E8  2
E00008702,E8  2
E00008704,E8  1
E00008705,E8  1
E00008706,E8  1
E00008707,E8  3
E00008708,E8  3
E00008709,E8  3
E00008710,E8  3
E00008711,E8  3
E00008712,E8  2
E00008713,E8  2
E00008714,E8  2
E00008715,E8  2
E00008716,E8  2
E00008717,E8  2
E00008718,E8  2
E00008719,E8  2
E00008720,E8  2
E00008721,N1  4
E00008722,N1  4
E00008723,N1  4
E00008724,N1  5
E00008725,N1  4
E00008726,N1  4
E00008727,N1  3
E00008728,N1  5
E00008729,N1  5
E00008731,N1  5
E00008732,N1  5
E00008734,N1  5
E00008735,N1  5
E00008736,N1  5
E00008737,N1  5
E00008739,N1  5
E00008740,N1  5
E00008742,N1  5
E00008743,N1  5
E00008744,N1  5
E00008745,N1  5
E00008746,N1  5
E00008747,N1  5
E00008748,N1  5
E00008750,N1  4
E00008752,N1  4
E00008753,N1  4
E00008754,N1  4
E00008756,E8  2
E00008757,E8  2
E00008758,E8  2
E00008759,E8  1
E00008760,E8  1
E00008761,E8  1
E00008762,E8  1
E00008763,E8  1
E00008764,E8  1
E00008765,E8  1
E00008766,E8  1
E00008767,E8  1
E00008768,E8  1
E00008769,E8  1
E00008770,E8  1
E00008771,E8  1
E00008772,E8  1
E00008773,E8  1
E00008774,E8  3
E00008775,E5  8
E00008776,E5  8
E00008777,E5  8
E00008778,E5  8
E00008779,E5  8
E00008780,E5  8
E00008781,E5  8
E00008782,E8  2
E00008783,E5  8
E00008784,E8  1
E00008785,E8  2
E00008786,E8  2
E00008787,E8  1
E00008788,E5  8
E00008789,E8  1
E00008790,E8  1
E00008791,E8  1
E00008792,E5  8
E00008793,E5  8
E00008794,E5  8
E00008795,E5  8
E00008796,E5  8
E00008797,E5  8
E00008798,E5  8
E00008799,E5  8
E00008801,E5  8
E00008802,E5  8
E00008803,E5  8
E00008804,E5  8
E00008806,E5  8
E00008807,E5  8
E00008808,E5  8
E00008809,E5  8
E00008810,E5  8
E00008811,E5  8
E00008812,N16 7
E00008813,E5  8
E00008814,N16 7
E00008815,E5  8
E00008816,N16 7
E00008817,N16 7
E00008818,N16 7
E00008819,N16 7
E00008820,N16 7
E00008821,N16 7
E00008822,N16 7
E00008823,E5  8
E00008824,E5  8
E00008825,E5  8
E00008827,N16 7
E00008828,E2  8
E00008829,E2  8
E00008830,E8  4
E00008831,E8  4
E00008832,E8  4
E00008833,E2  8
E00008834,EC2A2
E00008838,E8  4
E00008839,E8  4
E00008840,E2  8
E00008841,E2  8
E00008842,E2  8
E00008844,E2  8
E00008846,E2  8
E00008847,E2  8
E00008848,E2  9
E00008849,E2  8
E00008850,E2  8
E00008851,E2  8
E00008852,E2  8
E00008853,N1  6
E00008854,E2  8
E00008856,N1  6
E00008857,N1  6
E00008858,E2  8
E00008859,N1  6
E00008860,E2  8
E00008861,E2  8
E00008864,N1  7
E00008865,N1  7
E00008866,N1  7
E00008867,N1  6
E00008868,N1  6
E00008869,N1  6
E00008870,N1  6
E00008871,N1  7
E00008872,N1  6
E00008874,N1  6
E00008875,N1  7
E00008877,N1  7
E00008878,N1  6
E00008879,N1  7
E00008880,N1  6
E00008881,N1  6
E00008882,N1  6
E00008883,N1  6
E00008884,EC1V9
E00008885,N1  7
E00008886,N1  7
E00008887,N1  5
E00008888,N1  7
E00008889,N1  7
E00008890,N1  7
E00008891,N1  7
E00008892,N1  7
E00008893,N1  5
E00008894,N1  6
E00008895,N1  5
E00008896,N1  7
E00008897,N1  6
E00008898,N1  6
E00008899,N1  6
E00008900,N1  6
E00008901,N1  6
E00008902,N1  7
E00008903,N1  7
E00008904,N1  7
E00008905,N1  7
E00008906,E5  0
E00008907,E5  0
E00008908,E5  0
E00008909,E5  0
E00008910,E5  0
E00008911,E5  0
E00008912,E5  0
E00008913,E5  0
E00008914,E5  0
E00008915,E5  0
E00008916,E5  0
E00008917,E5  0
E00008918,E5  0
E00008919,E5  0
E00008920,E5  0
E00008921,E5  0
E00008922,E5  0
E00008923,E5  0
E00008924,E5  0
E00008925,E9  5
E00008926,E5  0
E00008928,E5  0
E00008930,E5  0
E00008935,E5  0
E00008936,E9  5
E00008937,E5  0
E00008938,E9  5
E00008939,E5  0
E00008940,E9  5
E00008941,E5  9
E00008942,E5  0
E00008943,E5  0
E00008944,E5  0
E00008945,E5  0
E00008946,E5  0
E00008947,E5  9
E00008948,E5  9
E00008949,E5  0
E00008950,E5  0
E00008951,E5  9
E00008952,E5  0
E00008953,E5  0
E00008954,E5  0
E00008955,E5  0
E00008956,E5  0
E00008957,E5  0
E00008958,E5  0
E00008959,E5  9
E00008960,E5  9
E00008961,E5  9
E00008962,E5  9
E00008963,E5  9
E00008965,E5  9
E00008966,E5  9
E00008967,E5  9
E00008968,E5  9
E00008970,E5  9
E00008971,E5  9
E00008972,N16 5
E00008973,N16 5
E00008974,N16 5
E00008975,N16 5
E00008976,N16 5
E00008977,N16 5
E00008978,N16 5
E00008979,N16 0
E00008980,N16 5
E00008981,N16 5
E00008982,N16 0
E00008983,N16 0
E00008984,N16 5
E00008985,N16 0
E00008986,N16 5
E00008987,N16 5
E00008988,N16 5
E00008989,N16 0
E00008990,N16 5
E00008991,N16 5
E00008992,N16 0
E00008993,N16 0
E00008994,N16 0
E00008995,N16 0
E00008996,N4  2
E00008997,N16 0
E00008998,N16 0
E00008999,N16 0
E00009000,N16 5
E00009001,N16 5
E00009002,N16 5
E00009003,N16 5
E00009004,N16 5
E00009005,N16 5
E00009006,N16 5
E00009007,N16 5
E00009008,N16 5
E00009011,N4  1
E00009012,N16 5
E00009014,N16 5
E00009015,N4  2
E00009016,N4  1
E00009017,N16 5
E00009018,N4  2
E00009019,N16 5
E00009021,N4  2
E00009022,N16 5
E00009023,N16 6
E00009024,N16 5
E00009025,N4  1
E00009027,N16 6
E00009029,N4  1
E00009030,N16 5
E00009031,N16 5
E00009032,N16 5
E00009033,N16 5
E00009034,N16 6
E00009035,N16 6
E00009036,N16 5
E00009037,N16 5
E00009038,N16 5
E00009039,N16 6
E00009040,N16 5
E00009041,N16 5
E00009042,N16 5
E00009043,N16 5
E00009044,N16 5
E00009045,E8  4
E00009046,E8  4
E00009047,E8  3
E00009048,E8  3
E00009049,E8  3
E00009050,E8  4
E00009051,E8  4
E00009052,E8  4
E00009053,E8  3
E00009054,E8  3
E00009056,E8  3
E00009057,E8  3
E00009058,E8  3
E00009060,E8  3
E00009062,E8  3
E00009063,E8  3
E00009064,E8  4
E00009065,E8  3
E00009066,E8  4
E00009067,E8  3
E00009068,E8  4
E00009069,E8  3
E00009070,E8  4
E00009071,E8  4
E00009072,E8  4
E00009073,E8  3
E00009074,E8  4
E00009075,E8  4
E00009076,E8  4
E00009077,E8  4
E00009078,E8  4
E00009079,E8  4
E00009082,E5  9
E00009083,E5  9
E00009084,E5  9
E00009085,N16 6
E00009086,N16 6
E00009087,N15 6
E00009088,N16 6
E00009089,N16 6
E00009090,N16 6
E00009091,N16 6
E00009092,N16 6
E00009093,E5  9
E00009094,E5  9
E00009095,N16 6
E00009096,E5  9
E00009097,E5  9
E00009098,N16 6
E00009099,N16 6
E00009100,E5  9
E00009101,E5  9
E00009102,E5  9
E00009103,E5  9
E00009104,E5  9
E00009105,E5  9
E00009106,E5  9
E00009107,E5  9
E00009109,E5  9
E00009110,E5  9
E00009111,E5  9
E00009112,E5  9
E00009113,N16 7
E00009114,N16 8
E00009115,N16 7
E00009116,N16 7
E00009117,N16 0
E00009118,N16 0
E00009119,N16 7
E00009120,N16 0
E00009121,N16 7
E00009122,N16 8
E00009123,N16 7
E00009124,N16 7
E00009125,N16 8
E00009126,N16 8
E00009127,N16 8
E00009128,N16 8
E00009129,N16 7
E00009130,N16 8
E00009131,N16 7
E00009132,N16 7
E00009133,N16 8
E00009134,N16 8
E00009135,N16 7
E00009136,N16 7
E00009137,N16 7
E00009138,N16 8
E00009140,N16 8
E00009141,N16 8
E00009142,N16 7
E00009143,N16 0
E00009144,N16 0
E00009145,N16 7
E00009146,N16 0
E00009147,N16 0
E00009148,E9  7
E00009149,E8  3
E00009151,E9  7
E00009152,E9  7
E00009153,E9  7
E00009154,E9  7
E00009155,E9  7
E00009156,E9  7
E00009157,E9  7
E00009158,E9  7
E00009159,E9  7
E00009160,E9  7
E00009161,E9  7
E00009162,E9  7
E00009163,E9  7
E00009164,E9  7
E00009165,E9  7
E00009166,E9  7
E00009167,E9  7
E00009168,E9  7
E00009169,E9  7
E00009170,E9  7
E00009171,E8  4
E00009172,E9  7
E00009173,E9  7
E00009174,E9  7
E00009175,E9  7
E00009176,E9  7
E00009177,E9  7
E00009178,E9  7
E00009179,E9  6
E00009180,E9  6
E00009181,E9  6
E00009182,E9  6
E00009183,E9  7
E00009184,E9  7
E00009185,E9  7
E00009186,E9  7
E00009187,E9  7
E00009188,E9  7
E00009190,E9  5
E00009191,E9  5
E00009192,E9  5
E00009194,E9  5
E00009195,E9  5
E00009196,E9  5
E00009197,E20 3
E00009198,E9  5
E00009199,E9  7
E00009200,E9  7
E00009201,E9  5
E00009202,E9  5
E00009203,E9  5
E00009204,E9  5
E00009205,E9  5
E00009206,E9  5
E00009207,E9  5
E00009208,E9  5
E00009209,E9  5
E00009210,E9  5
E00009212,E9  5
E00009213,E9  5
E00009214,E9  5
E00009215,E9  5
E00009216,E9  5
E00009217,E9  5
E00009218,E9  5
E00009219,E9  5
E00009221,E9  5
E00009222,E9  5
E00009223,E9  7
E00009227,W6  7
E00009228,W14 0
E00009229,W14 0
E00009230,W6  7
E00009231,W14 0
E00009232,W14 0
E00009233,W14 0
E00009234,W14 0
E00009235,W14 0
E00009236,W14 0
E00009237,W14 0
E00009238,W6  7
E00009239,W14 0
E00009240,W6  7
E00009241,W14 0
E00009242,W14 0
E00009243,W14 0
E00009244,W14 0
E00009245,W14 0
E00009246,W14 0
E00009247,W6  7
E00009248,W6  7
E00009249,W14 0
E00009250,W14 0
E00009251,W14 0
E00009252,W14 0
E00009253,W6  7
E00009254,W14 0
E00009255,W6  7
E00009256,W14 0
E00009257,W14 0
E00009258,W14 0
E00009259,W12 8
E00009260,W12 8
E00009261,W12 8
E00009262,W12 8
E00009263,W12 8
E00009264,W12 8
E00009265,W12 8
E00009266,W14 0
E00009267,W6  7
E00009268,W14 0
E00009269,W6  7
E00009270,W14 0
E00009271,W12 9
E00009272,W12 9
E00009273,W12 9
E00009274,W12 9
E00009275,W12 8
E00009276,W12 9
E00009277,W12 9
E00009278,W12 9
E00009279,W12 8
E00009280,W12 9
E00009281,W12 9
E00009282,W12 9
E00009283,W12 9
E00009284,W12 9
E00009285,W12 9
E00009286,W12 9
E00009287,W12 9
E00009288,W12 9
E00009289,W12 9
E00009291,W12 9
E00009292,W12 9
E00009293,W12 8
E00009294,W12 8
E00009295,W12 9
E00009296,W12 9
E00009297,W12 9
E00009298,W12 9
E00009299,W12 9
E00009300,W12 9
E00009301,W12 9
E00009302,W12 9
E00009303,W12 9
E00009304,W12 9
E00009305,W12 9
E00009306,W12 9
E00009307,W12 9
E00009308,W3  7
E00009309,W12 8
E00009310,W12 9
E00009311,W12 9
E00009312,W12 9
E00009313,W12 9
E00009314,W12 9
E00009315,W14 0
E00009316,W14 8
E00009317,W14 8
E00009318,W14 0
E00009319,W14 9
E00009320,W14 0
E00009321,W14 8
E00009322,W14 0
E00009324,W14 8
E00009325,W14 9
E00009326,W14 9
E00009327,W14 8
E00009328,W14 9
E00009329,W14 9
E00009330,W14 9
E00009331,W14 9
E00009332,W14 9
E00009333,W14 0
E00009334,W6  7
E00009335,W14 0
E00009336,W14 0
E00009337,W14 0
E00009338,W14 0
E00009339,W14 0
E00009340,W14 0
E00009341,W6  7
E00009342,W14 8
E00009343,W6  7
E00009344,W14 8
E00009345,W14 8
E00009346,W14 8
E00009348,W14 8
E00009349,W14 8
E00009350,W14 8
E00009351,W14 8
E00009352,W14 0
E00009353,W14 0
E00009354,W6  7
E00009355,W14 0
E00009356,W14 0
E00009357,W14 0
E00009358,W14 9
E00009359,W12 0
E00009360,W12 0
E00009361,W12 0
E00009362,W12 0
E00009363,W12 7
E00009365,W12 7
E00009366,NW105
E00009367,W12 0
E00009368,NW106
E00009369,NW106
E00009370,NW106
E00009372,W12 0
E00009373,W12 0
E00009374,W12 0
E00009375,W12 0
E00009376,W12 0
E00009377,W12 0
E00009378,W12 0
E00009379,W12 0
E00009380,W12 0
E00009381,W12 0
E00009382,W12 0
E00009383,W12 0
E00009384,W12 7
E00009385,SW6 7
E00009386,SW6 1
E00009387,SW6 1
E00009388,SW6 7
E00009389,SW6 1
E00009390,SW6 7
E00009391,SW6 7
E00009392,SW6 1
E00009393,SW6 7
E00009394,SW6 1
E00009395,SW6 7
E00009396,SW6 1
E00009397,SW6 7
E00009398,SW6 1
E00009399,SW6 1
E00009400,SW6 1
E00009401,SW6 1
E00009402,SW6 1
E00009403,SW6 1
E00009404,SW6 1
E00009405,SW6 7
E00009406,SW6 1
E00009407,SW6 1
E00009408,SW6 1
E00009409,SW6 7
E00009410,SW6 7
E00009411,SW6 7
E00009412,SW6 1
E00009413,SW6 7
E00009414,SW6 7
E00009415,SW6 7
E00009416,SW6 7
E00009417,SW6 1
E00009418,SW6 7
E00009419,SW6 7
E00009420,SW6 1
E00009421,SW6 7
E00009422,SW6 7
E00009423,W6  8
E00009424,W6  9
E00009425,SW6 7
E00009426,W6  8
E00009427,SW6 7
E00009428,W6  8
E00009429,W6  9
E00009430,W6  9
E00009431,W6  8
E00009432,SW6 6
E00009433,SW6 7
E00009434,SW6 7
E00009435,W6  8
E00009436,W6  8
E00009437,W6  8
E00009438,W6  9
E00009439,W6  8
E00009440,W6  8
E00009441,W6  8
E00009442,W6  8
E00009443,W6  8
E00009444,W6  8
E00009445,W6  9
E00009446,W6  8
E00009447,W6  8
E00009448,W6  8
E00009449,W6  9
E00009450,W6  8
E00009451,W6  8
E00009452,W6  9
E00009453,W6  8
E00009454,W6  8
E00009455,W6  9
E00009456,W6  8
E00009457,W6  9
E00009458,W6  8
E00009459,W6  0
E00009460,W6  0
E00009461,W6  0
E00009462,W6  8
E00009463,W6  8
E00009464,W6  9
E00009465,W6  9
E00009466,W6  9
E00009467,W6  9
E00009468,W6  7
E00009469,W6  0
E00009470,W6  7
E00009471,W12 8
E00009472,W6  0
E00009473,W6  7
E00009474,W6  7
E00009475,W6  0
E00009476,W6  0
E00009477,W6  0
E00009478,W6  0
E00009479,W6  0
E00009480,W6  0
E00009481,W6  0
E00009482,W6  0
E00009483,W6  0
E00009484,W6  0
E00009485,W6  0
E00009486,W6  0
E00009487,W6  7
E00009488,W6  0
E00009489,W6  0
E00009490,W6  0
E00009491,W6  0
E00009492,W6  9
E00009493,W6  9
E00009494,W6  9
E00009495,W6  9
E00009496,W6  9
E00009497,W6  9
E00009498,W6  8
E00009499,W6  9
E00009500,W6  9
E00009501,W6  9
E00009502,SW6 6
E00009503,SW6 6
E00009504,SW6 6
E00009505,SW6 6
E00009506,SW6 6
E00009507,SW6 5
E00009508,SW6 5
E00009509,SW6 6
E00009510,SW6 5
E00009511,SW6 5
E00009512,SW6 6
E00009513,SW6 5
E00009514,SW6 5
E00009515,SW6 5
E00009516,SW6 5
E00009517,SW6 7
E00009518,SW6 6
E00009519,SW6 7
E00009520,SW6 6
E00009521,SW6 6
E00009522,SW6 6
E00009523,SW6 7
E00009524,SW6 7
E00009525,SW6 6
E00009526,SW6 7
E00009527,SW6 7
E00009528,SW6 7
E00009529,SW6 6
E00009530,SW6 7
E00009531,SW6 7
E00009532,SW6 7
E00009533,SW6 6
E00009534,SW6 7
E00009535,SW6 6
E00009536,SW6 7
E00009537,SW6 6
E00009538,W14 9
E00009539,W14 9
E00009540,W14 9
E00009541,W14 9
E00009542,W14 9
E00009543,W14 9
E00009544,W14 9
E00009545,W14 9
E00009546,W14 9
E00009547,W14 9
E00009548,W14 9
E00009549,W14 9
E00009550,W14 9
E00009551,W14 9
E00009552,W14 9
E00009553,W14 9
E00009554,W14 9
E00009555,W14 9
E00009556,W14 9
E00009557,W14 9
E00009558,W14 9
E00009559,W14 9
E00009560,W14 9
