OA,PCD
E00004883,CR0
E00004884,CR0
E00004885,CR0
E00004886,CR0
E00004887,CR0
E00004888,CR0
E00004889,CR0
E00004890,CR0
E00004891,CR0
E00004892,CR0
E00004893,CR0
E00004894,CR0
E00004895,CR0
E00004896,CR0
E00004897,CR0
E00004898,CR0
E00004899,CR0
E00004900,CR0
E00004901,CR0
E00004902,CR0
E00004903,CR0
E00004904,CR0
E00004905,CR0
E00004906,CR0
E00004907,CR0
E00004908,CR0
E00004909,CR0
E00004910,CR0
E00004911,CR0
E00004912,CR0
E00004913,CR0
E00004914,CR0
E00004916,CR0
E00004917,CR0
E00004918,CR0
E00004920,CR0
E00004921,CR0
E00004922,CR0
E00004923,CR0
E00004924,CR0
E00004925,CR0
E00004926,CR0
E00004927,CR0
E00004928,CR0
E00004929,CR0
E00004930,CR0
E00004931,CR0
E00004932,CR0
E00004933,CR0
E00004934,CR0
E00004935,CR0
E00004936,CR0
E00004937,CR0
E00004938,CR0
E00004939,CR0
E00004940,CR0
E00004941,CR0
E00004942,CR0
E00004943,CR0
E00004944,CR0
E00004945,CR0
E00004946,CR0
E00004947,CR0
E00004948,CR0
E00004949,CR0
E00004950,CR0
E00004951,CR0
E00004952,CR0
E00004953,CR0
E00004954,CR0
E00004955,CR0
E00004956,CR7
E00004957,CR7
E00004958,CR7
E00004959,CR7
E00004960,CR7
E00004961,CR7
E00004962,CR7
E00004963,CR7
E00004964,CR7
E00004965,CR7
E00004966,CR7
E00004967,CR7
E00004968,CR7
E00004969,CR7
E00004970,CR7
E00004971,CR0
E00004973,CR7
E00004974,CR0
E00004975,CR7
E00004976,CR7
E00004977,CR7
E00004978,CR7
E00004979,CR7
E00004980,CR7
E00004981,CR7
E00004982,CR7
E00004983,CR7
E00004984,CR7
E00004985,CR7
E00004986,CR7
E00004987,CR7
E00004988,CR7
E00004989,CR7
E00004990,CR7
E00004992,CR7
E00004993,CR7
E00004994,CR7
E00004995,CR7
E00004996,CR7
E00004998,CR7
E00004999,CR7
E00005000,CR7
E00005001,CR7
E00005002,CR7
E00005003,CR7
E00005004,CR7
E00005005,CR0
E00005006,CR0
E00005007,CR0
E00005008,CR0
E00005009,CR0
E00005010,CR0
E00005011,CR0
E00005012,CR0
E00005013,CR0
E00005014,CR0
E00005015,CR0
E00005016,CR0
E00005017,CR0
E00005018,CR0
E00005019,CR0
E00005020,CR0
E00005021,CR0
E00005022,CR0
E00005023,CR0
E00005024,CR0
E00005025,CR0
E00005026,CR0
E00005027,CR0
E00005028,CR0
E00005029,CR0
E00005030,CR0
E00005031,CR0
E00005032,CR0
E00005033,CR0
E00005034,CR0
E00005035,CR0
E00005036,CR0
E00005039,CR0
E00005040,CR0
E00005041,CR0
E00005042,CR0
E00005043,CR0
E00005044,CR0
E00005045,CR0
E00005046,CR0
E00005047,CR0
E00005048,CR0
E00005049,CR0
E00005050,CR0
E00005051,CR0
E00005052,CR0
E00005053,CR0
E00005054,CR0
E00005055,CR5
E00005056,CR5
E00005057,CR5
E00005058,CR5
E00005059,CR5
E00005060,CR5
E00005061,CR5
E00005062,CR5
E00005063,CR5
E00005064,CR5
E00005065,CR5
E00005066,CR5
E00005067,CR5
E00005068,CR5
E00005069,CR5
E00005070,CR5
E00005071,CR5
E00005072,CR5
E00005073,CR5
E00005074,CR5
E00005075,CR5
E00005076,CR5
E00005077,CR5
E00005078,CR5
E00005079,CR5
E00005080,CR5
E00005081,CR5
E00005082,CR5
E00005083,CR5
E00005084,CR5
E00005085,CR5
E00005086,CR5
E00005087,CR5
E00005088,CR5
E00005089,CR5
E00005090,CR5
E00005091,CR5
E00005092,CR5
E00005093,CR5
E00005094,CR8
E00005095,CR5
E00005096,CR5
E00005097,CR5
E00005098,CR5
E00005099,CR5
E00005100,CR5
E00005101,CR5
E00005102,CR5
E00005103,CR5
E00005104,CR5
E00005105,CR5
E00005106,CR5
E00005107,CR5
E00005108,CR5
E00005109,CR5
E00005110,CR5
E00005111,CR5
E00005112,CR5
E00005113,CR5
E00005114,CR5
E00005115,CR8
E00005116,CR8
E00005117,CR8
E00005118,CR8
E00005119,CR8
E00005120,CR8
E00005121,CR8
E00005122,CR8
E00005123,CR5
E00005124,CR5
E00005125,CR8
E00005126,CR5
E00005127,CR5
E00005128,CR5
E00005129,CR5
E00005130,CR5
E00005131,CR5
E00005132,CR2
E00005133,CR2
E00005134,CR2
E00005135,CR2
E00005136,CR2
E00005137,CR2
E00005138,CR2
E00005139,CR2
E00005140,CR2
E00005141,CR0
E00005142,CR2
E00005143,CR2
E00005144,CR2
E00005145,CR2
E00005146,CR2
E00005147,CR2
E00005148,CR2
E00005149,CR2
E00005150,CR2
E00005151,CR2
E00005152,CR2
E00005153,CR2
E00005154,CR2
E00005155,CR2
E00005156,CR2
E00005157,CR2
E00005158,CR2
E00005159,CR2
E00005160,CR2
E00005161,CR2
E00005162,CR2
E00005163,CR2
E00005164,CR2
E00005165,CR2
E00005166,CR2
E00005167,CR2
E00005168,CR2
E00005169,CR2
E00005170,CR2
E00005171,CR2
E00005172,CR2
E00005173,CR2
E00005174,CR2
E00005175,CR2
E00005176,CR2
E00005177,CR2
E00005178,CR2
E00005179,CR2
E00005180,CR2
E00005181,CR2
E00005182,CR2
E00005183,CR2
E00005184,CR2
E00005185,CR2
E00005186,CR2
E00005187,CR0
E00005188,CR0
E00005189,CR0
E00005190,CR0
E00005191,CR0
E00005192,CR0
E00005193,CR0
E00005194,CR0
E00005195,CR0
E00005196,CR0
E00005197,CR0
E00005198,CR0
E00005199,CR0
E00005200,CR0
E00005201,CR0
E00005202,CR0
E00005203,CR0
E00005204,CR0
E00005205,CR0
E00005206,CR0
E00005208,CR0
E00005209,CR0
E00005210,CR0
E00005211,CR0
E00005212,CR0
E00005213,CR0
E00005214,CR0
E00005215,CR0
E00005216,CR0
E00005217,CR0
E00005218,CR0
E00005219,CR0
E00005220,CR0
E00005221,CR0
E00005222,CR0
E00005223,CR0
E00005224,CR0
E00005225,CR0
E00005226,CR0
E00005227,CR0
E00005228,CR0
E00005229,CR0
E00005230,CR0
E00005231,CR0
E00005232,CR0
E00005233,CR0
E00005234,CR0
E00005235,CR0
E00005236,CR0
E00005237,CR0
E00005238,CR0
E00005239,CR0
E00005240,CR0
E00005241,CR0
E00005242,CR0
E00005243,CR0
E00005244,CR0
E00005245,CR0
E00005246,CR0
E00005247,CR0
E00005248,CR0
E00005249,CR0
E00005250,CR0
E00005251,CR0
E00005252,CR0
E00005253,CR0
E00005254,CR0
E00005255,CR0
E00005256,CR0
E00005257,CR0
E00005258,CR0
E00005259,CR0
E00005260,CR0
E00005261,CR0
E00005262,CR0
E00005263,CR0
E00005264,CR0
E00005265,CR0
E00005266,CR0
E00005267,CR0
E00005268,CR0
E00005269,CR0
E00005270,CR0
E00005271,CR0
E00005272,CR0
E00005273,CR0
E00005274,CR0
E00005275,CR0
E00005276,CR0
E00005277,CR0
E00005278,CR0
E00005279,CR2
E00005280,CR0
E00005281,CR2
E00005282,CR0
E00005283,CR0
E00005284,CR0
E00005285,CR0
E00005286,CR0
E00005287,CR0
E00005288,CR0
E00005289,CR0
E00005290,CR0
E00005291,CR0
E00005292,CR0
E00005293,CR0
E00005294,CR0
E00005295,CR0
E00005296,CR0
E00005297,CR0
E00005298,CR0
E00005299,CR0
E00005300,CR2
E00005301,CR2
E00005302,CR0
E00005303,CR0
E00005304,CR0
E00005305,CR2
E00005306,CR2
E00005307,CR2
E00005308,CR2
E00005309,CR2
E00005310,CR0
E00005311,CR0
E00005312,CR0
E00005313,CR2
E00005314,CR0
E00005315,CR0
E00005316,CR0
E00005317,CR0
E00005318,CR0
E00005319,CR0
E00005320,CR0
E00005321,CR0
E00005322,CR8
E00005323,CR8
E00005324,CR8
E00005325,CR8
E00005326,CR8
E00005327,CR8
E00005328,CR8
E00005329,CR8
E00005330,CR8
E00005331,CR8
E00005332,CR8
E00005333,CR8
E00005334,CR8
E00005335,CR8
E00005336,CR8
E00005337,CR3
E00005339,CR8
E00005340,CR8
E00005341,CR8
E00005342,CR8
E00005343,CR8
E00005344,CR8
E00005345,CR8
E00005346,CR8
E00005347,CR8
E00005348,CR8
E00005349,CR8
E00005350,CR8
E00005351,CR8
E00005352,CR8
E00005353,CR8
E00005354,CR8
E00005355,CR8
E00005356,CR8
E00005357,CR8
E00005358,CR8
E00005359,CR8
E00005360,CR8
E00005361,CR8
E00005362,CR8
E00005363,CR8
E00005364,CR8
E00005365,CR0
E00005366,CR0
E00005367,CR0
E00005368,CR0
E00005369,CR0
E00005370,CR0
E00005371,CR0
E00005372,CR0
E00005373,CR0
E00005374,CR0
E00005375,CR0
E00005376,CR0
E00005377,CR0
E00005378,CR0
E00005379,CR0
E00005380,CR0
E00005381,CR0
E00005382,CR0
E00005383,CR0
E00005384,CR0
E00005385,CR0
E00005386,CR0
E00005387,CR0
E00005388,CR0
E00005389,CR0
E00005390,CR0
E00005391,CR0
E00005392,CR0
E00005393,CR0
E00005394,CR0
E00005395,CR0
E00005396,SW16
E00005397,SW16
E00005398,SW16
E00005399,SW16
E00005400,SW16
E00005401,SW16
E00005402,SW16
E00005404,SW16
E00005405,SW16
E00005406,SW16
E00005407,SW16
E00005408,SW16
E00005409,SW16
E00005410,SW16
E00005411,SW16
E00005412,SW16
E00005413,SW16
E00005414,SW16
E00005415,SW16
E00005416,SW16
E00005417,SW16
E00005418,SW16
E00005419,SW16
E00005420,SW16
E00005421,SW16
E00005422,SW16
E00005423,SW16
E00005424,SW16
E00005425,SW16
E00005426,SW16
E00005427,SW16
E00005428,SW16
E00005429,SW16
E00005430,SW16
E00005431,SW16
E00005432,SW16
E00005433,SW16
E00005435,SW16
E00005436,SW16
E00005437,SW16
E00005438,SW16
E00005439,SW16
E00005440,CR2
E00005441,CR2
E00005442,CR8
E00005443,CR8
E00005444,CR2
E00005445,CR2
E00005446,CR2
E00005447,CR2
E00005448,CR2
E00005449,CR2
E00005450,CR2
E00005451,CR8
E00005452,CR8
E00005453,CR8
E00005454,CR8
E00005455,CR8
E00005456,CR8
E00005457,CR8
E00005458,CR8
E00005459,CR8
E00005461,CR8
E00005462,CR8
E00005463,CR8
E00005464,CR8
E00005465,CR8
E00005466,CR8
E00005467,CR8
E00005468,CR8
E00005469,CR8
E00005470,CR8
E00005471,CR8
E00005472,CR8
E00005473,CR8
E00005474,CR8
E00005475,CR8
E00005476,CR8
E00005477,CR8
E00005478,CR8
E00005479,CR8
E00005480,CR2
E00005481,CR2
E00005482,CR2
E00005483,CR2
E00005484,CR2
E00005485,CR2
E00005486,CR2
E00005487,CR2
E00005488,CR2
E00005489,CR8
E00005490,CR2
E00005491,CR2
E00005492,CR2
E00005493,CR8
E00005494,CR8
E00005495,CR2
E00005496,CR2
E00005497,CR2
E00005498,CR8
E00005499,CR2
E00005500,CR6
E00005501,CR2
E00005502,CR2
E00005503,CR2
E00005504,CR2
E00005505,CR2
E00005506,CR2
E00005507,CR2
E00005508,CR2
E00005509,CR2
E00005510,CR2
E00005511,CR2
E00005512,CR2
E00005513,CR2
E00005514,CR2
E00005515,CR2
E00005516,CR2
E00005517,CR2
E00005518,CR2
E00005519,CR0
E00005520,CR0
E00005521,CR0
E00005522,CR0
E00005523,CR0
E00005524,CR0
E00005525,SE25
E00005526,CR0
E00005527,CR0
E00005528,CR0
E00005529,CR0
E00005530,CR0
E00005531,CR0
E00005532,CR0
E00005533,CR0
E00005534,SE25
E00005535,SE25
E00005536,SE25
E00005537,SE25
E00005538,SE25
E00005539,SE25
E00005540,SE25
E00005541,SE25
E00005542,SE25
E00005543,SE25
E00005544,SE25
E00005545,SE25
E00005546,CR0
E00005547,SE25
E00005548,CR0
E00005549,CR0
E00005550,CR0
E00005551,SE25
E00005552,CR0
E00005553,SE25
E00005554,CR0
E00005555,SE25
E00005556,CR0
E00005557,SE25
E00005558,CR0
E00005559,CR0
E00005560,CR0
E00005561,CR0
E00005562,CR0
E00005563,CR0
E00005564,CR0
E00005565,CR0
E00005566,CR0
E00005567,CR0
E00005568,CR0
E00005570,CR0
E00005571,CR0
E00005572,CR0
E00005573,CR2
E00005574,CR2
E00005575,CR2
E00005576,CR2
E00005577,CR2
E00005578,CR2
E00005579,CR2
E00005580,CR2
E00005581,CR2
E00005582,CR2
E00005583,CR2
E00005584,CR2
E00005585,CR2
E00005586,CR2
E00005587,CR2
E00005588,CR2
E00005589,CR2
E00005590,CR2
E00005591,CR2
E00005592,CR2
E00005593,CR2
E00005594,CR0
E00005595,CR2
E00005596,CR2
E00005597,CR2
E00005598,CR2
E00005599,CR2
E00005600,CR2
E00005601,CR2
E00005602,CR2
E00005603,CR2
E00005604,CR2
E00005605,CR2
E00005606,CR2
E00005607,CR2
E00005608,CR2
E00005609,CR0
E00005610,CR0
E00005611,CR0
E00005612,CR0
E00005613,CR0
E00005614,CR0
E00005615,CR0
E00005616,CR0
E00005617,CR0
E00005618,CR0
E00005619,CR0
E00005620,CR0
E00005621,CR0
E00005622,CR0
E00005623,CR0
E00005624,CR0
E00005625,CR0
E00005626,CR0
E00005627,CR0
E00005628,CR0
E00005629,CR0
E00005630,CR0
E00005631,CR0
E00005632,CR0
E00005633,CR0
E00005634,CR0
E00005635,CR0
E00005636,CR0
E00005637,CR0
E00005638,CR0
E00005639,CR0
E00005640,CR0
E00005641,CR0
E00005642,CR0
E00005643,CR0
E00005644,CR0
E00005645,CR0
E00005646,CR0
E00005647,CR0
E00005648,CR0
E00005649,CR0
E00005650,CR0
E00005651,CR0
E00005652,CR0
E00005653,CR0
E00005654,CR0
E00005655,SE25
E00005656,SE19
E00005657,SE19
E00005658,SE19
E00005659,SE25
E00005660,SE25
E00005661,SE25
E00005662,SE25
E00005663,SE25
E00005664,SE25
E00005665,SE25
E00005666,SE25
E00005667,SE25
E00005668,SE25
E00005669,SE25
E00005670,SE25
E00005671,SE25
E00005672,SE25
E00005673,SE25
E00005674,SE25
E00005675,SE25
E00005676,SE25
E00005677,SE25
E00005678,SE25
E00005679,SE25
E00005680,SE25
E00005681,SE25
E00005682,SE19
E00005683,SE19
E00005684,SE19
E00005685,SE19
E00005686,SE19
E00005687,SE19
E00005688,SE19
E00005689,SE19
E00005690,SE19
E00005691,SE19
E00005692,SE19
E00005693,SE19
E00005694,SE19
E00005695,SE19
E00005696,SE25
E00005697,SE25
E00005698,SE25
E00005699,SE25
E00005700,SE19
E00005701,SE25
E00005702,SE25
E00005703,SE25
E00005704,SE25
E00005705,SE25
E00005706,SE25
E00005707,SE25
E00005708,SE25
E00005709,SE25
E00005710,SE25
E00005711,SE25
E00005712,SE25
E00005713,CR7
E00005714,CR7
E00005715,CR7
E00005716,CR7
E00005718,CR7
E00005719,CR7
E00005720,SE25
E00005721,CR7
E00005722,CR7
E00005723,CR7
E00005724,CR7
E00005725,CR7
E00005726,CR7
E00005727,CR7
E00005728,CR7
E00005729,CR7
E00005730,CR7
E00005731,CR7
E00005732,CR7
E00005733,SE25
E00005734,CR7
E00005735,CR7
E00005736,SE25
E00005737,CR7
E00005738,CR7
E00005739,CR7
E00005740,SE25
E00005741,CR7
E00005742,CR7
E00005743,SE25
E00005744,CR7
E00005745,CR7
E00005746,CR7
E00005747,SE25
E00005748,CR7
E00005749,CR7
E00005751,CR7
E00005752,CR7
E00005753,CR7
E00005754,CR7
E00005755,CR7
E00005756,CR7
E00005757,SE25
E00005758,CR7
E00005759,SE25
E00005760,CR7
E00005761,SE25
E00005762,CR7
E00005763,CR7
E00005764,CR7
E00005765,CR7
E00005766,CR7
E00005767,SE19
E00005768,SE19
E00005769,SE19
E00005770,SE19
E00005771,SE19
E00005772,SE19
E00005773,SE19
E00005774,SE19
E00005775,SE19
E00005776,SE19
E00005777,SE19
E00005778,SE19
E00005779,SE19
E00005780,SE19
E00005781,SE19
E00005782,SW16
E00005783,SE19
E00005784,SE19
E00005785,SE19
E00005786,SE19
E00005787,SE19
E00005788,SE19
E00005789,CR7
E00005790,SW16
E00005791,CR7
E00005792,CR7
E00005793,CR7
E00005794,SE19
E00005795,SE19
E00005796,SE25
E00005797,CR7
E00005798,CR7
E00005799,SE19
E00005800,CR7
E00005801,CR7
E00005802,SE19
E00005803,SE19
E00005804,SE19
E00005805,SE19
E00005806,SE19
E00005807,SE19
E00005808,SE19
E00005809,SE19
E00005810,SE19
E00005811,SE19
E00005812,CR0
E00005813,CR0
E00005814,CR0
E00005816,CR2
E00005817,CR2
E00005818,CR0
E00005819,CR0
E00005820,CR2
E00005821,CR0
E00005822,CR0
E00005823,CR0
E00005824,CR0
E00005825,CR0
E00005826,CR2
E00005827,CR0
E00005828,CR0
E00005829,CR2
E00005830,CR0
E00005831,CR2
E00005832,CR2
E00005833,CR0
E00005834,CR2
E00005835,CR0
E00005836,CR0
E00005837,CR0
E00005838,CR2
E00005839,CR0
E00005840,CR0
E00005841,CR0
E00005842,CR0
E00005843,CR0
E00005844,CR2
E00005845,CR2
E00005846,CR2
E00005848,CR2
E00005849,CR0
E00005850,CR0
E00005851,CR0
E00005852,CR0
E00005853,CR0
E00005854,CR0
E00005855,CR0
E00005856,CR0
E00005857,CR0
E00005858,CR0
E00005859,CR0
E00005860,CR0
E00005861,CR7
E00005862,CR7
E00005863,CR7
E00005864,CR0
E00005865,CR7
E00005866,CR0
E00005867,CR7
E00005868,CR0
E00005869,CR0
E00005871,CR0
E00005872,CR0
E00005873,CR0
E00005874,CR0
E00005875,CR0
E00005876,CR0
E00005877,CR0
E00005878,CR0
E00005879,CR0
E00005880,CR7
E00005881,CR7
E00005882,CR7
E00005883,CR7
E00005884,CR7
E00005885,CR7
E00005886,CR7
E00005887,CR7
E00005888,CR7
E00005889,CR7
E00005890,CR7
E00005891,CR7
E00005892,CR7
E00005893,CR7
E00005894,CR7
E00005895,CR7
E00005896,CR7
E00005897,CR0
E00005898,CR7
E00005899,CR7
E00005900,CR7
E00005901,CR7
E00005902,CR7
E00005903,CR7
E00005904,CR7
E00005905,CR7
E00005906,CR7
E00005907,CR7
E00005908,CR0
E00005909,CR0
E00005910,CR7
E00005911,SE25
E00005912,SE25
E00005913,SE25
E00005914,CR0
E00005915,SE25
E00005916,SE25
E00005917,SE25
E00005918,SE25
E00005919,SE25
E00005920,CR0
E00005921,SE25
E00005922,SE25
E00005923,SE25
E00005924,SE25
E00005925,SE25
E00005926,CR0
E00005927,CR0
E00005928,CR0
E00005929,SE25
E00005930,SE25
E00005931,SE25
E00005932,SE25
E00005933,SE25
E00005934,CR0
E00005935,SE25
E00005936,SE25
E00005937,SE25
E00005938,SE25
E00005939,SE25
E00005940,SE25
E00005941,SE25
E00005942,SE25
E00005943,SE25
E00005944,SE25
E00005945,SE25
E00005946,SE25
E00005947,SE25
E00005948,SE25
E00005949,SE25
E00005950,SE25
E00005951,SE25
E00005952,SE25
E00005953,SE25
E00005954,SE25
E00005955,SE25
E00005956,SE25
E00005957,SE25
E00005958,SE25
E00005959,SE25
E00005960,SE25
E00005961,SE25
E00005962,CR0
E00005963,CR0
E00005964,SE25
E00005965,CR0
E00005966,W3
E00005967,W3
E00005968,W3
E00005969,W3
E00005970,W3
E00005971,W3
E00005972,W3
E00005973,W3
E00005974,W3
E00005975,W3
E00005976,W3
E00005977,W3
E00005978,W3
E00005979,W3
E00005980,W3
E00005981,W3
E00005982,W3
E00005983,W3
E00005984,W3
E00005985,W3
E00005986,W3
E00005987,W3
E00005988,W3
E00005989,W3
E00005990,W3
E00005991,W3
E00005992,W3
E00005993,W3
E00005994,W3
E00005995,W3
E00005996,W3
E00005997,W3
E00005998,W3
E00005999,W3
E00006000,W3
E00006001,W3
E00006002,W3
E00006003,W3
E00006004,W3
E00006005,W3
E00006006,W3
E00006007,W3
E00006008,W3
E00006009,W3
E00006010,W3
E00006011,W13
E00006012,W13
E00006013,W5
E00006014,W5
E00006015,W5
E00006016,W7
E00006017,W13
E00006018,W7
E00006019,W5
E00006020,W5
E00006021,W5
E00006022,W13
E00006023,W13
E00006024,W13
E00006025,W13
E00006026,W13
E00006027,W7
E00006028,W13
E00006029,W7
E00006030,W13
E00006031,W7
E00006032,W13
E00006033,W13
E00006034,W13
E00006035,W13
E00006036,W13
E00006037,W13
E00006038,W13
E00006039,W13
E00006040,W13
E00006041,W5
E00006042,W13
E00006043,W13
E00006044,W5
E00006045,W5
E00006046,W13
E00006047,W5
E00006048,W13
E00006049,W5
E00006050,W13
E00006051,W13
E00006052,W13
E00006053,W13
E00006054,W13
E00006055,W5
E00006056,W13
E00006057,UB6
E00006058,UB6
E00006059,UB6
E00006060,UB6
E00006061,UB1
E00006062,UB6
E00006063,UB1
E00006064,UB6
E00006065,UB1
E00006066,UB1
E00006067,UB1
E00006068,UB1
E00006069,UB1
E00006070,UB1
E00006071,UB1
E00006072,UB1
E00006073,UB1
E00006074,UB1
E00006075,UB1
E00006076,UB1
E00006077,UB1
E00006078,UB1
E00006079,UB1
E00006080,UB1
E00006081,UB1
E00006082,UB1
E00006083,UB1
E00006084,UB1
E00006085,UB1
E00006086,UB1
E00006087,UB1
E00006088,UB1
E00006089,UB1
E00006090,UB1
E00006091,W5
E00006092,W5
E00006093,W5
E00006094,W5
E00006095,W5
E00006096,W5
E00006097,W13
E00006098,W5
E00006099,W13
E00006100,W5
E00006101,W5
E00006102,W13
E00006103,W5
E00006104,W5
E00006105,W5
E00006106,W13
E00006107,W13
E00006108,W5
E00006109,W13
E00006110,W13
E00006111,W13
E00006112,W13
E00006113,W5
E00006114,W13
E00006115,W5
E00006116,W5
E00006118,W13
E00006119,W13
E00006120,W13
E00006121,W13
E00006122,W5
E00006123,W5
E00006124,W5
E00006125,W5
E00006126,W5
E00006127,W5
E00006128,W13
E00006129,W5
E00006130,W13
E00006131,W13
E00006132,W5
E00006133,W5
E00006134,W13
E00006135,W5
E00006136,W5
E00006137,W5
E00006138,W5
E00006139,W5
E00006140,W5
E00006141,W5
E00006142,W5
E00006143,W5
E00006144,W5
E00006145,W5
E00006146,W5
E00006147,W5
E00006148,W5
E00006149,W5
E00006150,W5
E00006151,W5
E00006153,W5
E00006154,W5
E00006155,W3
E00006156,W5
E00006157,W5
E00006158,W5
E00006159,W5
E00006160,W5
E00006161,W5
E00006162,W5
E00006163,W5
E00006164,W5
E00006165,W5
E00006166,W5
E00006167,W5
E00006168,W5
E00006169,W5
E00006170,W5
E00006171,W5
E00006172,W5
E00006173,W5
E00006174,W5
E00006175,W5
E00006176,W5
E00006177,W5
E00006178,W5
E00006179,W5
E00006180,W5
E00006181,W3
E00006182,W3
E00006183,W3
E00006184,W3
E00006185,W3
E00006186,W3
E00006187,W12
E00006188,W3
E00006190,NW10
E00006191,NW10
E00006192,NW10
E00006193,NW10
E00006194,NW10
E00006195,NW10
E00006197,NW10
E00006198,W3
E00006199,W3
E00006200,W3
E00006201,W3
E00006202,W3
E00006203,W3
E00006204,W3
E00006205,W3
E00006206,W3
E00006207,W3
E00006208,W3
E00006209,W3
E00006210,W3
E00006211,W3
E00006212,W3
E00006213,W3
E00006214,W3
E00006215,W3
E00006216,W3
E00006217,W3
E00006218,W3
E00006219,W3
E00006220,W3
E00006221,W3
E00006222,W3
E00006224,W3
E00006225,W3
E00006226,W7
E00006227,W7
E00006228,W13
E00006229,W7
E00006230,W13
E00006231,W7
E00006232,W7
E00006233,W7
E00006234,W13
E00006235,W13
E00006236,W13
E00006237,W13
E00006238,W13
E00006239,W13
E00006240,W13
E00006241,W13
E00006242,W7
E00006243,W7
E00006244,W7
E00006245,W7
E00006246,W7
E00006247,W7
E00006248,W7
E00006249,W7
E00006250,W7
E00006251,W7
E00006252,W7
E00006253,W7
E00006254,W7
E00006255,W7
E00006256,W7
E00006257,W7
E00006258,W7
E00006259,W7
E00006260,W7
E00006261,W7
E00006262,W7
E00006263,W7
E00006264,W7
E00006265,W7
E00006266,W7
E00006267,W7
E00006268,W7
E00006269,W13
E00006270,UB1
E00006271,UB5
E00006272,UB5
E00006273,UB5
E00006274,UB5
E00006275,UB5
E00006276,UB5
E00006277,UB6
E00006278,UB6
E00006279,UB6
E00006280,UB6
E00006281,UB5
E00006282,UB5
E00006283,UB5
E00006284,UB6
E00006285,UB6
E00006286,UB5
E00006287,UB5
E00006288,UB1
E00006289,UB6
E00006290,UB6
E00006291,UB6
E00006292,UB5
E00006293,UB6
E00006294,UB5
E00006295,UB1
E00006296,UB6
E00006298,UB6
E00006299,UB6
E00006300,UB6
E00006301,UB1
E00006302,UB6
E00006303,UB6
E00006304,UB6
E00006305,UB6
E00006307,UB6
E00006308,UB6
E00006309,UB6
E00006310,UB6
E00006311,UB6
E00006312,UB6
E00006313,UB6
E00006314,UB6
E00006315,UB6
E00006316,UB6
E00006317,UB5
E00006318,UB5
E00006319,UB6
E00006320,UB5
E00006321,UB6
E00006322,UB6
E00006323,UB6
E00006324,UB6
E00006325,UB6
E00006326,UB6
E00006327,UB6
E00006328,UB6
E00006329,UB6
E00006330,UB6
E00006331,UB6
E00006332,UB6
E00006333,UB6
E00006334,UB6
E00006335,UB6
E00006336,UB6
E00006337,UB6
E00006338,UB6
E00006339,UB6
E00006340,UB6
E00006341,UB6
E00006342,UB6
E00006343,UB6
E00006344,UB5
E00006345,UB6
E00006346,UB5
E00006347,UB5
E00006348,UB6
E00006349,UB6
E00006350,UB6
E00006351,UB5
E00006352,W5
E00006353,W5
E00006354,W5
E00006355,W5
E00006356,W5
E00006357,W5
E00006358,W5
E00006359,W5
E00006360,W5
E00006361,W5
E00006362,W3
E00006363,W3
E00006364,W5
E00006365,W3
E00006366,W5
E00006367,W5
E00006368,NW10
E00006369,NW10
E00006370,NW10
E00006371,W5
E00006372,NW10
E00006373,NW10
E00006374,W5
E00006375,W5
E00006376,NW10
E00006377,W5
E00006378,W5
E00006379,W5
E00006380,W5
E00006381,W5
E00006382,W5
E00006383,W5
E00006384,W5
E00006385,W5
E00006386,W5
E00006387,W5
E00006388,W5
E00006389,W5
E00006390,W5
E00006391,W5
E00006392,W5
E00006393,W5
E00006394,W5
E00006395,W3
E00006396,W5
E00006397,W5
E00006398,W3
E00006399,W3
E00006400,W7
E00006401,W7
E00006402,W7
E00006403,W7
E00006404,W7
E00006405,W7
E00006406,W7
E00006407,W7
E00006408,W7
E00006409,W7
E00006410,W7
E00006411,W7
E00006412,W7
E00006413,W7
E00006414,W7
E00006415,W7
E00006416,W7
E00006417,W7
E00006418,W7
E00006419,W7
E00006420,W7
E00006421,W7
E00006422,W7
E00006423,W7
E00006424,W7
E00006425,W7
E00006426,W7
E00006427,W7
E00006428,W7
E00006429,W7
E00006430,W7
E00006431,W7
E00006432,W7
E00006433,W7
E00006434,W7
E00006435,W7
E00006436,W7
E00006437,W7
E00006438,W7
E00006439,W7
E00006440,W7
E00006441,W7
E00006442,W7
E00006443,UB6
E00006444,UB6
E00006445,UB1
E00006446,UB1
E00006447,UB6
E00006448,UB1
E00006449,UB1
E00006450,UB1
E00006451,UB1
E00006452,UB1
E00006453,UB1
E00006454,UB1
E00006455,UB1
E00006456,UB1
E00006457,UB1
E00006458,UB1
E00006459,UB1
E00006460,UB1
E00006462,UB1
E00006463,UB1
E00006464,UB1
E00006465,UB1
E00006466,UB1
E00006467,UB6
E00006468,UB6
E00006469,UB6
E00006470,UB1
E00006471,UB1
E00006472,UB1
E00006473,UB1
E00006474,W13
E00006475,W5
E00006476,W7
E00006477,W13
E00006478,W5
E00006479,W5
E00006480,W13
E00006481,W7
E00006482,W5
E00006483,W5
E00006484,W13
E00006485,W13
E00006486,W5
E00006487,W7
E00006488,W5
E00006489,W5
E00006491,W13
E00006492,W5
E00006493,W5
E00006494,W5
E00006496,W5
E00006497,W5
E00006498,W5
E00006499,W5
E00006500,W5
E00006501,W5
E00006502,W5
E00006503,W5
E00006504,W5
E00006505,W5
E00006506,W5
